VL_BENS;VR_DESPESA_CONTRATADA;followers_count;tweets;PERC_VOTOS_PARL_EST;ORGAO_PARTICIPANTE;ORGAO_TOTAL;ORGAO_GESTOR;PERC_PRESENCA;TOTAL_PROPOSTAS;GASTO_GABINETE;cluster
0.0;0.01653472483960327;0.0008243455833906449;0.0014447258588092605;0.027782127852791626;0.06666666666666667;0.058823529411764705;0.0;0.968;0.020618556701030927;0.6589870429932715;7
0.007986792189001932;0.9179672462500488;0.0;0.0;0.11856880844672921;0.0;0.0;0.0;0.012;0.005154639175257732;0.0897570830163456;5
0.0047654631724071165;0.07546493273271625;0.001534571664194637;0.00469981807155852;0.22619201397996208;0.5333333333333333;0.6470588235294118;0.5;0.972;0.061855670103092786;0.7441993986110014;1
0.003345722034062879;0.23623019274727347;0.0;0.0;0.3159527960481878;0.13333333333333333;0.11764705882352941;0.0;0.924;0.14948453608247422;0.5177167100938608;4
0.00701107147158322;0.13730768560335646;0.000904900526392988;0.007865729675739307;0.026230499488153515;0.26666666666666666;0.29411764705882354;0.16666666666666666;0.9640000000000001;0.17525773195876287;0.49097355216744687;3
0.005132909421906236;0.34771183161234936;0.014394497023327034;0.150956016123854;0.39695290136219524;0.13333333333333333;0.1764705882352941;0.16666666666666666;0.9079999999999999;0.25773195876288657;0.6352077903371927;0
0.010860661768095244;0.30625004503078956;0.0;0.0;0.13143256531843772;0.26666666666666666;0.23529411764705882;0.0;0.92;0.12371134020618557;0.6864846557124629;0
0.0018473898727322483;0.1362385713793212;0.0;0.0;0.23568852928456382;0.13333333333333333;0.11764705882352941;0.0;0.9;0.04639175257731959;0.9379567360456482;7
0.023089187670088065;0.46464329610658983;0.2216355137206885;0.4680376698890593;0.07337359988306562;0.06666666666666667;0.1764705882352941;0.3333333333333333;0.872;0.030927835051546393;0.5467620888417658;0
0.07527133197565926;0.9305821812875641;0.0;0.0;0.528743820116411;0.26666666666666666;0.29411764705882354;0.16666666666666666;0.9359999999999999;0.05154639175257732;0.7260386634264736;8
0.0008603531190281274;0.15658211853497983;0.11312934807891566;0.16018620911069095;0.07693638034512355;0.2;0.23529411764705882;0.16666666666666666;0.9440000000000001;0.4896907216494845;0.705837918104585;7
0.008975383898200287;0.6572668538139732;0.01688498734448281;0.22978275603752718;0.09441329344258745;0.2;0.23529411764705882;0.16666666666666666;0.9079999999999999;0.15979381443298968;0.6323321440324449;9
0.17815941595129134;0.6097296022144688;0.0007840681118894732;0.01876360004280669;0.07235530636459647;0.26666666666666666;0.23529411764705882;0.0;0.912;0.10824742268041238;0.864942631906727;9
0.003951684851560126;0.3063123289072102;0.0;0.0;0.19781544381503094;0.3333333333333333;0.4117647058823529;0.3333333333333333;0.672;0.19072164948453607;0.7412289196179247;0
0.009440925387263792;0.8901152788209586;0.0;0.0;0.10967798700598934;0.0;0.0;0.0;0.10800000000000001;0.0;0.05654545221892557;5
0.022008546601957654;0.36354751590797385;0.0;0.0;0.11955907337984151;0.26666666666666666;0.23529411764705882;0.0;0.892;0.17525773195876287;0.7659976171485459;0
0.028285572829143922;0.7400226916442612;0.0;0.0;0.5764812292225676;0.06666666666666667;0.11764705882352941;0.16666666666666666;0.8320000000000001;0.061855670103092786;0.5273577365545339;8
0.01426277426732975;0.7291803776543473;0.0;0.0;0.054131163073011634;0.06666666666666667;0.11764705882352941;0.16666666666666666;0.924;0.10824742268041238;0.7133795600016373;9
0.005725183205820354;0.4035506419163248;0.0037048560869160983;0.06497699140298933;0.15977351404849935;0.3333333333333333;0.29411764705882354;0.0;0.764;0.06701030927835051;0.7776747751329826;0
0.0017711331192202075;0.20189753355229598;0.0;0.0;0.05616513418182392;0.13333333333333333;0.1764705882352941;0.16666666666666666;0.956;0.1134020618556701;0.7029388126324028;0
0.03229858010079538;0.8412643096227995;0.0;0.0;0.07451363887537198;0.2;0.1764705882352941;0.0;0.816;0.005154639175257732;0.6603960109009903;9
0.0008513443929779624;0.01404731312416064;0.1264873715022792;0.06221239253736667;0.2208043136883302;0.2;0.1764705882352941;0.0;0.956;0.09278350515463918;0.49658916360826244;7
0.005925116595533307;0.42306581622712125;0.0;0.0;0.08762544536276459;0.26666666666666666;0.29411764705882354;0.16666666666666666;0.988;0.17525773195876287;0.523679182081715;0
0.019704326997256164;0.20280178666678028;0.0;0.0;0.22724656222451964;0.06666666666666667;0.1764705882352941;0.3333333333333333;0.9279999999999999;0.18556701030927836;0.7486594995824459;7
0.004356993891750712;0.014861903642245199;0.0008508615854622495;0.006421003816930047;0.16704894071693036;0.3333333333333333;0.3529411764705882;0.16666666666666666;0.9440000000000001;0.06701030927835051;0.31105247152523513;3
0.015942712376755794;0.48815547688671224;0.0;0.0;0.1674979227531545;0.26666666666666666;0.23529411764705882;0.0;0.956;0.07731958762886598;0.6436483683129581;0
0.011797810241161675;0.6269458859677087;0.0;0.0;0.30669800353325394;0.2;0.23529411764705882;0.16666666666666666;0.9440000000000001;0.07731958762886598;0.4185572935442108;9
0.0;0.2676450349729451;0.0;0.0;0.2782065054990719;0.3333333333333333;0.3529411764705882;0.16666666666666666;0.892;0.05670103092783505;0.7358699528749623;0
0.026424175503332543;0.22098020698281318;0.0;0.0;0.1369549103636125;0.4;0.4117647058823529;0.16666666666666666;0.988;0.03608247422680412;0.19496696100852046;3
0.016277885913084992;0.7183821919012755;0.0007840681118894732;0.03990832233439161;0.11187290751594448;0.13333333333333333;0.1764705882352941;0.16666666666666666;0.9359999999999999;0.07216494845360824;0.8044251981362205;9
0.0007570287886578548;0.6814002115769232;0.0;0.0;0.1336389845634125;0.0;0.0;0.0;0.9359999999999999;0.0;0.679022179717095;6
0.01201055118915048;0.6349510355532102;0.0;0.0;0.0769906871953121;0.26666666666666666;0.3529411764705882;0.3333333333333333;0.8959999999999999;0.14948453608247422;0.7298673589144345;0
0.0015478106281477792;0.2530715298111574;0.012356456965367753;0.2120179788106874;0.32438205966659234;0.3333333333333333;0.3529411764705882;0.16666666666666666;0.92;0.4175257731958763;0.7316162035211407;0
0.0;0.04304956640675993;0.0;0.0;0.06837208631200972;0.0;0.058823529411764705;0.16666666666666666;0.912;0.14948453608247422;0.8049938544480767;7
0.007115402892291304;0.3056299565341516;0.0;0.0;0.5429392944267025;0.2;0.23529411764705882;0.16666666666666666;0.84;0.14432989690721648;0.836967035721632;4
0.0257089486424864;0.8859169101557174;0.0;0.0;0.03549203598969136;0.4666666666666667;0.5882352941176471;0.5;0.884;0.14432989690721648;0.5890722440645847;2
0.0013072757896823409;0.3621706970998623;0.007390244729273298;1.0;0.28723819925342226;0.4;0.47058823529411764;0.3333333333333333;0.912;0.1134020618556701;0.6227250173576746;0
0.054085408495070555;0.3459407987474275;0.0;0.0;0.159774094097982;0.2;0.23529411764705882;0.16666666666666666;0.836;0.09278350515463918;0.7077054061030287;0
0.0028911563773881383;0.7354191930714942;0.0;0.0;0.030668194166421504;0.13333333333333333;0.1764705882352941;0.16666666666666666;0.872;0.07731958762886598;0.47161313015928863;9
0.0042132327058772645;0.3655219988479868;0.0020843591501856287;0.13372632254842506;0.5388027237059927;0.0;0.0;0.0;0.736;0.08762886597938144;0.7388357798752966;4
0.013776290958176033;0.3545396187664313;0.0;0.0;0.2233822735258288;0.13333333333333333;0.23529411764705882;0.3333333333333333;0.968;0.08762886597938144;0.3896011580626208;3
0.06084608455695437;0.19705434722399212;0.0;0.0;0.4560997054680917;0.6;0.8235294117647058;0.8333333333333333;0.9;0.2268041237113402;0.2692360134264245;1
0.010763513023179523;0.5853074702302904;0.0;0.0;0.07414221871057175;0.06666666666666667;0.058823529411764705;0.0;0.88;0.07216494845360824;0.594880590962912;6
0.00817530445982254;0.5106706159476009;0.0;0.0;0.07231152124161351;0.0;0.0;0.0;0.9440000000000001;0.030927835051546393;0.5666430418867315;6
0.0002986449358457439;0.2500592818237916;0.0;0.0;0.05758198036118742;0.2;0.1764705882352941;0.0;0.9279999999999999;0.05670103092783505;0.8079600447022506;7
0.10640890468188309;0.36399797099978437;0.0;0.0;0.5161684642929096;0.4;0.5294117647058824;0.5;0.9440000000000001;0.21649484536082475;0.7578541573792811;1
0.047229570826242386;0.9617795548207737;0.005673081860940016;0.013305746798416151;0.3194604746950902;0.7333333333333333;0.8235294117647058;0.5;0.9079999999999999;0.36597938144329895;0.0;2
0.01211995570432421;0.5254354777544024;0.25260251203876843;0.1336371419398566;0.2667940073473093;0.06666666666666667;0.058823529411764705;0.0;0.772;0.24742268041237114;0.7166986103501679;8
0.0;0.006816480068113671;0.0;0.0;0.044330202284558175;0.0;0.0;0.0;0.68;0.07216494845360824;0.704677544720884;7
0.0006332773676945783;0.5404969229928953;0.0;0.0;0.061524116798255035;0.4;0.3529411764705882;0.0;0.888;0.020618556701030927;0.6311903434661159;0
