ORGAO_PARTICIPANTE;ORGAO_GESTOR;PERC_PRESENCA;TOTAL_PROPOSTAS;GASTO_GABINETE;cluster
0.13333333333333333;0.0;0.9359999999999999;0.02577319587628866;0.7836107178725533;1
0.4;0.5;0.8959999999999999;0.020618556701030927;0.6873210301053988;4
0.13333333333333333;0.0;0.92;0.4381443298969072;0.7248482688704668;0
0.2;0.16666666666666666;0.8640000000000001;0.015463917525773196;0.47699377495407425;0
0.4666666666666667;0.16666666666666666;0.924;0.1134020618556701;0.7112497910118619;0
0.13333333333333333;0.3333333333333333;0.968;0.07216494845360824;0.9848445458701255;0
0.13333333333333333;0.0;0.76;0.07731958762886598;0.6182061278532597;1
0.2;0.0;0.96;0.3556701030927835;0.52265896609145;0
0.13333333333333333;0.16666666666666666;0.9079999999999999;0.03608247422680412;0.7772669816835237;0
0.13333333333333333;0.0;0.8440000000000001;0.041237113402061855;0.9760638334023204;1
0.5333333333333333;0.3333333333333333;0.976;0.18041237113402062;0.9483817580389122;0
0.0;0.0;0.932;0.07731958762886598;0.5906964574501083;2
0.4666666666666667;0.0;0.98;0.015463917525773196;0.8268409833576784;0
0.26666666666666666;0.0;0.8759999999999999;0.1134020618556701;0.5593959402656947;2
0.0;0.0;0.972;0.17010309278350516;0.7400564182430678;1
0.0;0.0;0.968;0.010309278350515464;0.8408438213310453;1
0.26666666666666666;0.16666666666666666;0.956;0.05154639175257732;0.7452966009799041;0
0.2;0.0;0.956;0.32989690721649484;0.6988326966704339;0
0.06666666666666667;0.16666666666666666;0.9;0.02577319587628866;0.8240180440135199;0
0.0;0.0;0.856;0.24742268041237114;0.8601586022517149;1
0.0;0.0;0.0;0.0;0.04409723522579839;3
0.26666666666666666;0.16666666666666666;0.92;0.3402061855670103;0.6503977652998636;0
0.3333333333333333;0.16666666666666666;0.956;0.07731958762886598;0.6979308545609898;0
0.13333333333333333;0.0;0.9359999999999999;0.4587628865979381;0.8335625035417247;0
0.3333333333333333;0.3333333333333333;0.9279999999999999;0.24742268041237114;0.6729628126965223;0
0.6;0.16666666666666666;0.924;0.22164948453608246;0.6301183227909265;0
0.13333333333333333;0.0;0.8640000000000001;0.03608247422680412;0.7713762816240006;1
0.3333333333333333;0.16666666666666666;0.86;0.18556701030927836;0.6738658265925437;0
0.06666666666666667;0.16666666666666666;0.664;0.02577319587628866;0.6116737808954998;0
0.2;0.16666666666666666;0.992;0.0979381443298969;0.4092153187379035;2
0.4666666666666667;0.0;0.968;0.05670103092783505;0.6225127364999282;0
0.3333333333333333;0.3333333333333333;0.768;0.11855670103092783;0.7501706121267816;0
0.2;0.3333333333333333;0.892;0.04639175257731959;0.7666592898795154;0
0.4;0.5;0.956;0.13917525773195877;0.7619174093879706;4
0.6;0.3333333333333333;0.9640000000000001;0.15979381443298968;0.3126287354036997;4
0.0;0.0;0.584;0.18041237113402062;0.6994734295751343;1
0.2;0.0;0.72;0.030927835051546393;0.2678308421072419;2
0.3333333333333333;0.0;0.9;0.07731958762886598;0.6313775715266727;0
0.4;0.5;0.924;0.07731958762886598;0.7271269602173301;4
0.13333333333333333;0.0;0.9159999999999999;0.03608247422680412;0.6751643418967647;1
0.3333333333333333;0.0;0.932;0.05154639175257732;0.32829106925666557;2
0.0;0.16666666666666666;0.8320000000000001;0.04639175257731959;0.657423762510169;0
0.3333333333333333;0.0;0.884;0.16494845360824742;0.5808738509402177;2
0.26666666666666666;0.0;0.8079999999999999;0.015463917525773196;0.7080174763063579;1
0.0;0.0;0.504;0.0;0.4549673158254991;1
0.2;0.0;0.884;0.03608247422680412;0.6490374265354246;1
0.26666666666666666;0.0;0.8640000000000001;0.061855670103092786;0.9186236986899824;1
0.13333333333333333;0.0;0.9359999999999999;0.010309278350515464;0.69681154057923;1
0.3333333333333333;0.16666666666666666;0.9520000000000001;0.10824742268041238;0.48479169829513996;2
0.4;0.5;0.94;0.20103092783505155;0.28685949617957757;4
0.3333333333333333;0.16666666666666666;0.9440000000000001;0.27319587628865977;0.33100118898841263;2
0.6666666666666666;0.0;0.872;0.4175257731958763;0.5787091392744759;0
0.0;0.0;0.7759999999999999;0.020618556701030927;0.4465923227448983;2
0.06666666666666667;0.16666666666666666;0.912;0.06701030927835051;0.6838794577515401;0
0.06666666666666667;0.16666666666666666;0.8959999999999999;0.3865979381443299;0.6925120095235321;0
0.13333333333333333;0.0;0.9840000000000001;0.08247422680412371;0.512280077336039;2
0.3333333333333333;0.16666666666666666;0.8959999999999999;0.11855670103092783;0.50772688963828;2
0.06666666666666667;0.0;0.92;0.05670103092783505;0.7353138463974338;1
0.2;0.0;0.868;0.07731958762886598;0.743012378800358;1
0.13333333333333333;0.0;0.9520000000000001;0.08247422680412371;0.8691386824890975;1
0.06666666666666667;0.0;0.9;0.34536082474226804;0.7344899866852241;0
0.0;0.0;0.8959999999999999;0.10824742268041238;0.6924572753721456;1
0.6;0.16666666666666666;0.9359999999999999;0.25257731958762886;0.6353811678803166;0
0.3333333333333333;0.16666666666666666;0.508;0.37628865979381443;0.5564694032695562;0
0.06666666666666667;0.16666666666666666;0.888;0.5;0.5844379218636776;0
0.26666666666666666;0.0;0.9159999999999999;0.08762886597938144;0.6967916670787456;1
0.0;0.0;0.68;0.05670103092783505;0.5241499239065232;1
0.26666666666666666;0.16666666666666666;0.8;0.05670103092783505;0.65609807347505;0
0.3333333333333333;0.0;0.9640000000000001;0.07216494845360824;0.8402690248574839;1
0.2;0.0;0.868;0.1134020618556701;0.4656694887818547;2
0.2;0.0;0.856;0.2268041237113402;0.72142926512623;0
0.06666666666666667;0.3333333333333333;0.86;0.0;0.8494108936686648;0
0.26666666666666666;0.16666666666666666;0.96;0.06701030927835051;0.7739095084528697;0
0.13333333333333333;0.16666666666666666;0.8759999999999999;0.07216494845360824;0.7601399028813902;0
0.8;0.3333333333333333;0.8959999999999999;0.18556701030927836;0.5030059138194086;4
0.06666666666666667;0.0;0.9279999999999999;0.31958762886597936;0.8809077671311333;0
0.26666666666666666;0.0;0.8959999999999999;0.08247422680412371;0.8223786677095885;1
0.3333333333333333;0.16666666666666666;0.9640000000000001;0.4845360824742268;0.20664543139393454;2
0.06666666666666667;0.0;0.956;0.08247422680412371;0.4880546200662454;2
0.2;0.16666666666666666;0.8759999999999999;0.5927835051546392;0.2545541368448946;2
0.0;0.0;0.94;0.041237113402061855;0.7431512589464159;1
0.13333333333333333;0.0;0.8640000000000001;0.09278350515463918;0.6751484407528048;1
0.06666666666666667;0.16666666666666666;0.86;0.05670103092783505;0.6014685157583967;0
0.2;0.16666666666666666;0.532;0.08247422680412371;0.4842399274279763;1
0.2;0.16666666666666666;0.84;0.07216494845360824;0.8340217384222677;0
0.13333333333333333;0.0;0.7959999999999999;0.15463917525773196;0.8604179889301787;1
0.06666666666666667;0.0;0.9840000000000001;0.041237113402061855;0.45993743690808186;2
0.06666666666666667;0.0;0.836;0.14432989690721648;0.7429694211041481;1
0.6;0.0;0.924;0.13917525773195877;0.5922171903623094;0
0.2;0.5;0.88;0.030927835051546393;0.8656341500420213;0
0.2;0.16666666666666666;0.7240000000000001;0.08247422680412371;0.15517816241646337;2
0.26666666666666666;0.0;0.68;0.05670103092783505;0.99909532216702;1
0.2;0.0;0.9159999999999999;0.041237113402061855;0.5448665599903414;1
0.13333333333333333;0.16666666666666666;0.904;0.041237113402061855;0.6718804802993847;0
0.13333333333333333;0.0;0.84;0.0979381443298969;0.6267733173695429;1
0.13333333333333333;0.16666666666666666;0.924;0.041237113402061855;0.6224673766412211;0
0.2;0.16666666666666666;0.948;0.29381443298969073;0.7222467737551467;0
0.4;0.0;0.848;0.08247422680412371;0.6761603722119152;0
0.26666666666666666;0.0;0.94;0.25773195876288657;0.7701686149337271;0
0.06666666666666667;0.0;0.972;0.05670103092783505;0.3988033973186635;2
0.0;0.0;0.4;0.18556701030927836;0.2683009511672945;3
0.6;0.0;0.972;0.4690721649484536;0.7101540650940572;0
0.26666666666666666;0.0;0.8759999999999999;0.17010309278350516;0.7091123116663582;0
0.2;0.16666666666666666;0.972;0.06701030927835051;0.7895784980536382;0
0.06666666666666667;0.0;0.68;0.020618556701030927;0.54320373623684;1
0.06666666666666667;0.16666666666666666;0.932;0.25257731958762886;0.6630547243552525;0
0.2;0.3333333333333333;0.9520000000000001;0.6288659793814433;0.590298964004732;2
0.0;0.0;0.5;0.02577319587628866;0.4474159363819259;1
0.0;0.16666666666666666;0.84;0.030927835051546393;0.8906973292593288;0
0.3333333333333333;0.3333333333333333;0.828;0.23195876288659795;0.799531489256847;0
0.13333333333333333;0.16666666666666666;0.924;0.020618556701030927;0.6449163702944986;0
0.0;0.16666666666666666;0.748;0.07731958762886598;0.6397466705207495;0
0.0;0.0;0.852;0.04639175257731959;0.6020775284002388;1
0.4;0.3333333333333333;0.912;0.13917525773195877;0.7380107366586356;0
0.2;0.16666666666666666;0.956;0.22164948453608246;0.660730438792362;0
0.06666666666666667;0.0;0.9079999999999999;0.06701030927835051;0.859631087366861;1
0.13333333333333333;0.0;0.644;0.6288659793814433;0.7641001900028512;0
0.06666666666666667;0.0;0.9359999999999999;0.041237113402061855;0.5444086843822369;2
0.4;0.0;0.9159999999999999;0.17525773195876287;0.44100674419425506;2
0.13333333333333333;0.0;0.94;0.11855670103092783;0.6973489687785908;1
0.13333333333333333;0.5;0.9079999999999999;0.06701030927835051;0.8323475952103566;0
0.13333333333333333;0.16666666666666666;0.82;0.005154639175257732;0.751429392147897;0
0.3333333333333333;0.16666666666666666;0.9079999999999999;0.12886597938144329;0.7871712734362588;0
0.2;0.16666666666666666;0.84;0.05154639175257732;0.6069884859781441;0
0.0;0.0;0.7120000000000001;0.0979381443298969;0.5719950716531088;1
0.13333333333333333;0.3333333333333333;0.888;0.20618556701030927;0.6196704743949876;0
0.06666666666666667;0.0;0.784;0.05154639175257732;0.82473906773503;1
0.0;0.16666666666666666;0.9359999999999999;0.08247422680412371;0.6760399945760354;0
0.06666666666666667;0.0;0.96;0.14948453608247422;0.4319093446839778;2
0.26666666666666666;0.16666666666666666;0.84;0.3247422680412371;0.568222621921229;0
0.06666666666666667;0.0;0.8640000000000001;0.015463917525773196;0.7198767533618449;1
0.26666666666666666;0.16666666666666666;0.784;0.02577319587628866;0.8342261448741636;0
0.26666666666666666;0.3333333333333333;0.8959999999999999;0.11855670103092783;0.7916278942015451;0
0.13333333333333333;0.0;0.996;0.1134020618556701;0.31007229548258086;2
0.13333333333333333;0.16666666666666666;0.8640000000000001;0.25773195876288657;0.5475533728869117;0
0.0;0.0;0.968;0.09278350515463918;0.9160246057371706;1
0.2;0.16666666666666666;0.688;0.03608247422680412;0.7392008617037316;0
0.06666666666666667;0.16666666666666666;0.9;0.10824742268041238;0.7511549128582177;0
0.2;0.0;0.852;0.16494845360824742;0.6243364817051538;0
0.06666666666666667;0.0;0.948;0.28350515463917525;0.7638638289307839;0
0.26666666666666666;0.0;0.92;0.08247422680412371;0.6512847608732774;1
0.4666666666666667;0.5;0.94;0.26288659793814434;0.7479491274009971;4
0.4666666666666667;0.0;0.872;0.12886597938144329;0.8324835458899524;0
0.13333333333333333;0.0;0.88;0.0;0.6112127648993483;2
0.4;0.3333333333333333;0.9440000000000001;0.27319587628865977;0.2731413437570474;2
0.3333333333333333;0.0;0.768;0.13917525773195877;0.49260022630480016;2
0.0;0.0;0.94;0.010309278350515464;0.6959687916672829;1
0.06666666666666667;0.0;0.9359999999999999;0.0979381443298969;0.8130181552395057;1
0.06666666666666667;0.0;0.836;0.05670103092783505;0.8228384884834224;1
0.0;0.0;0.932;0.04639175257731959;0.555092893850244;2
0.13333333333333333;0.0;0.948;0.03608247422680412;0.2933174815606488;2
0.0;0.0;0.8079999999999999;0.061855670103092786;0.7008586102151759;1
0.06666666666666667;0.0;0.86;0.04639175257731959;0.6236394444550455;2
0.2;0.3333333333333333;0.932;0.030927835051546393;0.7844439050059797;0
0.13333333333333333;0.16666666666666666;0.904;0.15463917525773196;0.7555348987808416;0
0.2;0.16666666666666666;0.764;0.03608247422680412;0.5333868714812141;0
0.06666666666666667;0.0;0.972;0.07731958762886598;0.6494175658214799;1
0.06666666666666667;0.0;0.9640000000000001;0.02577319587628866;0.8298235786240445;1
0.2;0.0;0.86;0.10309278350515463;0.8924078564447058;1
0.13333333333333333;0.16666666666666666;0.852;0.14432989690721648;0.6226385043540997;0
0.0;0.16666666666666666;0.9440000000000001;0.03608247422680412;0.7769288392286782;0
0.6666666666666666;0.6666666666666666;0.9520000000000001;0.22164948453608246;0.20793581449924725;4
0.26666666666666666;0.16666666666666666;0.9159999999999999;0.18041237113402062;0.6692166930092098;0
0.4666666666666667;0.5;0.892;0.08762886597938144;0.6330171235985963;4
0.06666666666666667;0.0;0.888;0.05154639175257732;0.7829347024737777;1
0.26666666666666666;0.16666666666666666;0.884;0.14948453608247422;0.8552599132793555;0
0.3333333333333333;0.3333333333333333;0.98;0.10309278350515463;0.8140475697544637;0
0.26666666666666666;0.0;0.872;0.04639175257731959;0.6830177493326316;1
0.26666666666666666;0.0;0.9640000000000001;0.07216494845360824;0.8057672101584705;1
0.2;0.0;0.884;0.061855670103092786;0.7470893758656854;1
0.4;0.0;0.8959999999999999;0.16494845360824742;0.5486403924303902;2
0.4;0.0;0.9159999999999999;0.24742268041237114;0.6981320385997757;0
0.26666666666666666;0.0;0.9;0.08247422680412371;0.9100118406690855;1
0.0;0.0;0.728;0.020618556701030927;0.6577118696778348;1
0.0;0.0;0.027999999999999997;0.0;0.11227996953167398;3
0.0;0.0;0.0;0.0;0.0;3
0.13333333333333333;0.0;0.924;0.2268041237113402;0.7188116462275054;1
0.26666666666666666;0.0;0.9640000000000001;0.030927835051546393;0.6561620413047268;1
0.06666666666666667;0.0;0.932;0.03608247422680412;0.7428152842967518;1
0.2;0.0;0.644;0.08247422680412371;0.6404513712551271;1
0.4666666666666667;0.5;0.904;0.10824742268041238;0.6691651109637363;4
0.2;0.16666666666666666;0.892;0.23195876288659795;0.5147811269052841;0
0.06666666666666667;0.0;0.9840000000000001;0.030927835051546393;0.39923782547720055;2
0.2;0.0;0.932;0.02577319587628866;0.7024636063007054;1
0.06666666666666667;0.16666666666666666;0.816;0.03608247422680412;0.8182080214603809;0
0.4;0.0;0.8959999999999999;0.12371134020618557;0.0;2
0.26666666666666666;0.0;0.9440000000000001;0.06701030927835051;0.5789833607711062;1
0.4;0.3333333333333333;0.9359999999999999;0.061855670103092786;0.4018668107057992;2
0.3333333333333333;0.16666666666666666;0.7759999999999999;0.04639175257731959;0.6769960318150395;0
0.0;0.0;0.0;0.0;0.008287929337331721;3
0.26666666666666666;0.16666666666666666;0.9640000000000001;0.3402061855670103;0.7413598667688032;0
0.4;0.16666666666666666;0.9520000000000001;0.14948453608247422;0.5953004538141939;0
0.13333333333333333;0.0;0.948;0.05670103092783505;0.6765051001073668;1
0.26666666666666666;0.16666666666666666;0.88;0.020618556701030927;0.6498441781634946;0
0.06666666666666667;0.3333333333333333;0.7240000000000001;0.0;0.6185345327615813;0
0.2;0.0;0.968;0.08247422680412371;0.5988674307683897;1
0.26666666666666666;0.3333333333333333;0.872;0.015463917525773196;0.9188374442809618;0
0.26666666666666666;0.3333333333333333;0.892;0.020618556701030927;0.6305919003392707;0
0.06666666666666667;0.0;0.9440000000000001;0.13917525773195877;0.666583489348906;1
0.2;0.3333333333333333;0.892;0.1134020618556701;0.1925250280724913;2
0.06666666666666667;0.16666666666666666;0.7120000000000001;0.0;0.7562868225145929;0
0.13333333333333333;0.3333333333333333;0.888;0.14432989690721648;0.7105381767366302;0
0.4666666666666667;0.16666666666666666;0.948;0.20618556701030927;0.3081946129408457;2
0.06666666666666667;0.0;0.9079999999999999;0.07216494845360824;0.8093465494611347;1
0.06666666666666667;0.0;0.992;0.12886597938144329;0.5555519881163966;2
0.13333333333333333;0.0;0.7879999999999999;0.37628865979381443;0.6892892565965608;0
0.2;0.0;0.96;0.22164948453608246;0.29768976884541065;2
0.13333333333333333;0.16666666666666666;0.932;0.020618556701030927;0.690710879799397;0
0.13333333333333333;0.16666666666666666;0.8959999999999999;0.08762886597938144;0.7513110299849405;0
0.3333333333333333;0.0;0.892;0.03608247422680412;0.6624566327643812;0
0.2;0.0;0.892;0.24742268041237114;0.7606985638536753;0
0.13333333333333333;0.0;0.9159999999999999;0.12371134020618557;0.7937396059600457;1
0.4;0.16666666666666666;1.0;0.10309278350515463;0.14743060246282363;2
0.13333333333333333;0.0;0.804;0.041237113402061855;0.5690645974540454;1
0.0;0.0;0.9;0.030927835051546393;0.6971298915586523;1
0.2;0.0;0.9640000000000001;0.09278350515463918;0.6750389607321644;1
0.2;0.16666666666666666;0.8759999999999999;0.02577319587628866;0.7223900012294378;0
0.13333333333333333;0.0;0.932;0.03608247422680412;0.8375802082058537;1
0.06666666666666667;0.0;0.956;0.31443298969072164;0.7120595541314491;0
0.06666666666666667;0.16666666666666666;0.86;0.12886597938144329;0.7667378581700464;0
0.13333333333333333;0.0;0.912;0.020618556701030927;0.5645645502779184;2
0.06666666666666667;0.0;0.76;0.08762886597938144;0.538577218134584;1
